distance_km,num_stops,traffic,weather,pickup_hour,day_of_week,package_size,delivery_experience_years,delivery_time_min
24.68,0,low,windy,15,0,small,5,74.6
19.79,2,low,rainy,15,1,small,2,64.9
21.45,0,moderate,snowy,17,2,medium,4,70.1
21.63,0,low,windy,11,1,small,7,34.8
26.32,0,heavy,sunny,18,3,small,3,101.2
18.6,1,moderate,snowy,7,2,small,9,59.9
8.71,5,low,sunny,17,5,small,2,31.8
3.44,2,moderate,windy,18,1,small,1,23.1
18.38,5,low,rainy,7,4,medium,4,85.4
2.46,1,low,rainy,17,0,medium,2,28.2
7.62,4,moderate,sunny,18,6,small,7,46.7
2.29,0,low,sunny,14,6,small,5,22.9
16.69,0,low,sunny,16,1,small,1,58.2
5.23,0,heavy,rainy,7,1,large,3,40.2
18.51,5,moderate,windy,21,0,medium,9,69.6
23.83,4,heavy,sunny,21,6,small,9,97.6
24.75,4,low,sunny,18,0,large,7,65.6
9.63,5,heavy,rainy,7,0,small,9,61.3
16.69,1,moderate,sunny,13,0,small,1,59.8
17.11,4,low,sunny,19,2,large,8,78.8
14.45,3,heavy,sunny,17,6,medium,0,73.5
19.83,3,low,rainy,20,1,medium,6,84.5
6.7,3,moderate,sunny,16,3,medium,0,41.7
29.39,2,heavy,windy,17,4,large,3,120.7
3.39,0,moderate,sunny,12,5,small,0,22.0
24.96,0,moderate,sunny,19,4,small,2,78.2
18.03,3,moderate,rainy,15,6,small,7,72.7
7.72,3,low,snowy,19,4,large,8,53.1
22.5,4,very_heavy,sunny,10,5,small,10,96.4
2.99,3,low,windy,11,2,small,10,19.6
23.35,1,low,rainy,8,2,small,1,61.5
17.9,2,low,windy,17,5,small,10,62.9
3.77,2,heavy,sunny,17,6,medium,3,46.1
2.85,5,heavy,sunny,11,0,small,9,57.9
22.65,3,moderate,sunny,12,3,medium,9,62.3
9.14,3,very_heavy,rainy,15,5,medium,10,83.1
26.73,4,low,windy,18,0,small,5,111.7
22.98,2,heavy,sunny,11,2,medium,8,73.4
21.1,5,low,sunny,14,3,small,4,65.4
8.72,4,moderate,sunny,9,0,medium,0,60.9
21.41,5,low,sunny,19,6,medium,5,67.2
28.47,4,very_heavy,windy,20,2,small,2,138.7
3.2,3,heavy,sunny,18,5,small,1,43.1
10.12,0,moderate,rainy,19,2,medium,1,46.1
7.42,3,low,sunny,18,2,medium,2,47.1
12.1,0,low,windy,19,6,medium,8,45.3
22.4,3,moderate,rainy,13,5,small,10,74.5
14.49,4,moderate,sunny,10,3,small,9,58.4
17.34,3,low,rainy,21,3,large,7,81.3
9.77,1,moderate,rainy,7,5,small,9,44.6
4.67,0,moderate,windy,13,4,large,3,26.6
8.37,4,heavy,sunny,17,6,medium,9,62.1
25.86,4,moderate,sunny,18,2,medium,10,64.2
18.27,2,moderate,sunny,17,0,small,1,71.9
11.65,4,moderate,rainy,14,1,large,4,69.4
23.8,4,low,sunny,20,3,large,3,80.8
2.4,3,moderate,snowy,10,2,medium,1,45.8
7.99,0,heavy,sunny,9,5,medium,1,44.9
7.29,5,low,windy,16,6,small,10,33.6
29.57,2,moderate,sunny,11,1,small,1,112.2
21.33,4,heavy,sunny,14,6,large,7,70.9
18.72,5,moderate,sunny,13,4,small,9,69.8
0.65,2,moderate,rainy,10,1,small,8,28.5
5.94,3,heavy,windy,21,1,small,4,49.7
19.25,0,moderate,sunny,12,1,medium,0,60.8
11.7,5,low,sunny,17,3,medium,4,60.5
27.77,0,heavy,windy,9,0,medium,3,72.5
23.06,3,heavy,sunny,21,0,small,9,76.8
13.7,2,low,sunny,21,5,small,10,32.4
22.61,0,low,windy,8,3,small,2,72.8
29.27,2,heavy,sunny,16,3,large,1,112.1
14.1,5,moderate,sunny,15,2,small,9,70.9
19.45,1,moderate,sunny,9,3,large,9,62.4
27.6,1,moderate,rainy,18,2,small,10,94.3
7.84,1,heavy,sunny,18,0,large,8,55.3
26.65,0,moderate,windy,19,3,medium,5,83.9
3.38,1,low,sunny,16,0,medium,4,19.5
19.63,3,low,snowy,17,4,medium,0,80.9
23.59,4,moderate,sunny,17,6,medium,9,93.0
18.63,4,heavy,sunny,18,4,medium,10,96.9
15.12,4,moderate,sunny,15,4,small,10,52.1
18.71,4,moderate,sunny,18,6,large,6,69.1
4.97,2,heavy,sunny,7,1,medium,9,33.5
6.86,5,moderate,windy,16,5,small,0,50.5
8.46,1,moderate,rainy,10,1,small,4,41.3
18.13,4,low,rainy,13,0,medium,1,68.9
13.54,0,heavy,sunny,18,1,large,6,60.3
7.71,4,heavy,windy,8,3,medium,0,60.6
26.54,0,heavy,sunny,18,0,small,3,71.3
11.53,1,moderate,rainy,10,1,medium,4,47.9
13.66,2,moderate,rainy,18,0,small,1,55.5
12.59,4,low,sunny,18,1,small,0,35.3
5.87,0,very_heavy,sunny,7,5,medium,9,41.7
22.08,1,low,windy,10,1,small,2,78.2
13.73,2,moderate,sunny,19,1,small,10,33.8
0.98,4,heavy,rainy,12,0,small,4,28.2
28.94,5,low,windy,13,2,small,0,102.8
24.57,3,moderate,sunny,7,5,small,1,84.1
21.85,3,low,sunny,17,3,small,7,57.9
26.14,2,moderate,sunny,8,1,small,0,80.5
27.25,4,very_heavy,rainy,11,2,large,10,170.3
10.46,0,moderate,sunny,14,4,small,2,33.0
18.52,0,very_heavy,sunny,18,3,large,6,114.3
18.46,1,low,sunny,14,3,medium,4,57.9
8.39,1,moderate,snowy,21,6,small,0,33.9
7.05,2,heavy,windy,14,5,small,7,33.2
3.86,5,heavy,rainy,10,1,small,0,61.6
19.95,3,moderate,windy,9,4,medium,8,58.5
23.54,2,moderate,rainy,18,5,medium,5,73.3
22.95,1,heavy,windy,13,6,small,3,63.3
9.83,3,heavy,sunny,16,1,small,10,56.3
6.56,1,moderate,sunny,12,5,small,2,33.2
13.88,5,low,windy,11,1,medium,3,66.0
16.63,2,low,sunny,15,3,small,7,52.9
27.61,3,moderate,sunny,11,0,medium,3,96.4
26.31,5,moderate,rainy,21,4,medium,5,92.7
27.52,1,low,rainy,17,4,medium,8,86.8
25.58,2,low,sunny,19,3,small,10,66.0
28.96,3,moderate,sunny,11,2,small,8,93.2
14.23,1,moderate,sunny,7,1,small,0,47.4
1.9,0,moderate,sunny,7,5,medium,10,9.7
2.97,1,moderate,sunny,19,6,small,4,27.1
12.01,0,low,sunny,20,0,small,9,25.0
8.1,4,heavy,rainy,17,1,small,3,78.1
5.51,0,moderate,sunny,15,4,medium,6,24.8
28.62,1,low,sunny,10,2,medium,10,88.5
6.26,5,moderate,rainy,18,0,medium,10,56.3
28.8,3,moderate,sunny,14,0,medium,7,88.2
22.94,4,moderate,sunny,16,1,large,6,103.8
19.41,4,moderate,sunny,7,6,large,0,77.7
20.44,1,moderate,rainy,14,4,small,6,57.7
10.28,3,moderate,sunny,17,1,small,4,46.4
19.57,1,low,sunny,18,0,large,0,63.1
6.01,3,moderate,sunny,9,5,medium,10,30.8
28.16,4,low,rainy,7,2,large,5,119.3
9.4,5,moderate,rainy,19,2,small,8,58.1
8.03,5,moderate,windy,11,3,large,0,60.7
21.48,0,heavy,rainy,14,1,small,2,83.6
19.87,1,low,sunny,16,5,medium,9,58.3
13.81,3,moderate,sunny,14,2,small,10,47.9
19.16,1,moderate,sunny,21,4,small,0,61.4
5.21,3,moderate,sunny,19,3,small,9,34.1
20.36,5,heavy,sunny,12,1,small,3,71.1
8.48,1,low,sunny,9,4,small,2,36.6
8.55,5,moderate,rainy,21,0,large,10,64.1
5.28,5,moderate,rainy,17,5,large,5,58.0
10.31,5,heavy,sunny,18,2,large,8,94.2
10.27,0,low,sunny,13,4,large,1,37.5
13.9,1,heavy,sunny,14,1,medium,8,48.3
6.12,0,very_heavy,sunny,9,2,large,4,57.6
6.19,0,heavy,sunny,13,2,small,7,29.3
16.48,0,low,sunny,15,1,small,7,43.3
4.3,2,moderate,sunny,8,2,large,0,38.2
20.82,0,low,snowy,16,0,small,9,56.6
28.35,1,heavy,sunny,16,2,medium,3,81.8
13.09,5,moderate,sunny,19,0,medium,4,72.5
27.08,5,low,sunny,7,3,small,8,62.4
3.4,5,moderate,sunny,10,0,small,9,36.8
1.77,0,heavy,sunny,13,0,medium,9,21.8
21.78,3,heavy,windy,20,3,medium,5,102.6
22.95,3,moderate,sunny,10,2,small,3,81.0
25.37,0,moderate,sunny,21,6,medium,9,59.6
2.18,5,heavy,snowy,21,1,small,2,43.3
23.42,2,heavy,sunny,8,2,small,7,99.1
11.61,5,heavy,sunny,12,1,medium,2,72.4
9.45,0,moderate,rainy,10,6,small,2,41.1
5.6,3,moderate,sunny,14,5,large,6,46.4
29.88,0,heavy,windy,20,1,small,9,115.6
2.38,5,low,sunny,12,1,large,3,34.9
24.9,3,moderate,rainy,16,1,medium,7,75.3
19.37,0,low,sunny,9,1,large,0,54.6
22.18,1,moderate,rainy,15,1,medium,7,58.7
21.5,2,heavy,rainy,12,5,medium,4,111.0
25.82,0,low,rainy,20,3,medium,0,59.5
5.92,0,moderate,windy,18,2,medium,6,29.8
0.52,5,low,rainy,10,1,small,2,27.6
18.16,5,heavy,sunny,16,1,small,6,89.6
10.94,3,heavy,sunny,12,3,small,0,40.6
4.15,5,moderate,sunny,13,5,medium,3,43.4
5.99,3,heavy,sunny,13,3,small,2,44.9
10.29,0,low,sunny,19,4,medium,3,30.7
2.57,4,heavy,rainy,11,1,small,0,35.7
2.18,0,heavy,rainy,7,6,small,3,16.3
27.52,4,low,snowy,9,5,medium,0,114.4
9.71,2,very_heavy,sunny,19,6,large,6,69.4
29.48,0,low,rainy,11,4,small,5,96.6
28.95,1,moderate,rainy,7,4,large,3,110.4
4.71,4,low,snowy,13,0,small,6,44.7
21.59,5,heavy,rainy,20,1,small,10,130.6
18.22,3,low,sunny,20,0,small,5,55.4
20.87,0,low,sunny,21,3,small,3,69.9
3.34,5,moderate,windy,17,4,small,4,49.4
6.06,4,very_heavy,rainy,19,0,small,8,62.7
2.76,2,low,rainy,18,5,medium,1,28.1
18.32,3,moderate,rainy,7,3,medium,3,73.0
29.6,5,moderate,rainy,13,4,small,5,131.1
20.32,2,heavy,rainy,14,6,large,6,106.3
21.47,0,low,windy,13,4,medium,6,46.2
29.55,0,moderate,windy,19,0,small,7,82.2
20.5,3,very_heavy,sunny,21,5,small,10,87.7
1.69,5,moderate,sunny,15,6,small,1,40.9
26.08,4,moderate,sunny,8,0,medium,5,77.5
11.26,3,heavy,sunny,12,3,small,4,63.7
0.63,1,moderate,rainy,9,3,small,0,17.2
15.46,2,moderate,rainy,14,1,small,1,55.8
28.14,0,moderate,sunny,10,1,small,6,62.6
8.09,2,heavy,sunny,8,5,small,5,59.2
15.0,3,heavy,sunny,9,2,medium,3,87.2
5.63,5,moderate,rainy,14,3,large,10,42.8
2.2,5,moderate,rainy,9,5,small,3,51.3
2.88,4,moderate,sunny,7,3,small,6,18.7
21.95,0,low,sunny,11,6,small,10,52.9
25.99,4,low,sunny,16,3,small,7,74.0
4.73,1,low,sunny,16,6,medium,8,5.0
9.01,3,low,rainy,12,1,large,3,48.4
6.25,5,moderate,windy,16,6,medium,10,56.1
1.29,5,low,sunny,9,0,small,5,20.1
16.83,3,low,sunny,17,5,large,3,77.6
21.15,1,moderate,sunny,7,4,medium,8,42.6
19.61,3,low,sunny,9,3,small,5,47.4
11.95,4,low,sunny,20,6,large,1,63.3
16.87,3,low,sunny,14,4,medium,0,60.0
3.28,2,low,sunny,15,4,medium,1,22.8
5.05,2,moderate,rainy,12,5,small,1,34.1
27.99,3,heavy,sunny,16,5,small,2,99.9
22.96,0,heavy,rainy,18,1,medium,3,70.8
27.72,5,heavy,sunny,18,5,small,2,120.6
27.54,0,moderate,sunny,10,4,large,9,75.7
19.66,5,heavy,sunny,16,0,small,10,65.8
27.88,0,moderate,sunny,18,6,small,10,65.6
12.79,3,moderate,sunny,13,5,medium,1,47.4
0.61,2,moderate,rainy,12,6,medium,5,21.6
2.35,3,moderate,windy,16,5,small,1,29.1
3.73,2,moderate,sunny,15,2,medium,7,21.3
3.31,5,low,sunny,10,2,medium,1,48.2
10.88,0,heavy,sunny,21,1,medium,3,33.1
21.19,5,low,rainy,15,2,small,2,86.3
23.82,4,moderate,sunny,15,0,medium,5,74.7
17.91,4,heavy,sunny,10,5,medium,4,97.4
4.82,0,moderate,windy,17,5,medium,5,31.6
22.56,0,low,windy,20,6,medium,2,58.9
10.97,2,moderate,rainy,17,3,small,5,63.1
0.88,1,moderate,sunny,14,6,small,0,14.6
8.78,4,very_heavy,sunny,16,1,small,0,66.5
10.25,5,moderate,sunny,10,3,small,1,40.9
8.59,2,heavy,rainy,7,5,medium,2,47.4
24.45,4,moderate,rainy,16,5,medium,8,96.2
22.92,0,heavy,sunny,9,5,large,3,92.2
21.02,4,heavy,windy,8,3,medium,5,107.0
4.6,0,low,sunny,18,0,medium,7,18.9
24.33,4,low,rainy,13,6,medium,8,99.6
20.48,2,low,sunny,19,2,small,6,52.0
6.25,2,moderate,sunny,19,4,medium,1,33.1
19.62,1,heavy,sunny,8,0,small,7,70.1
14.76,2,moderate,rainy,18,6,small,3,53.8
13.46,5,moderate,sunny,12,1,large,6,72.5
3.81,4,heavy,sunny,17,6,medium,10,60.5
15.79,2,low,rainy,7,5,small,0,45.3
3.45,1,low,rainy,14,2,medium,0,17.5
5.35,3,heavy,rainy,16,2,large,2,55.5
4.41,4,heavy,rainy,13,6,small,4,50.7
28.65,1,moderate,rainy,15,4,large,5,96.2
8.9,4,low,rainy,7,4,large,3,50.4
10.98,5,very_heavy,sunny,7,4,medium,9,80.4
10.0,5,heavy,sunny,16,1,small,0,64.0
27.0,3,moderate,sunny,13,0,small,5,94.3
17.11,1,low,sunny,15,0,small,6,27.4
27.62,1,moderate,sunny,12,2,small,8,73.7
9.35,4,heavy,sunny,7,4,medium,6,56.8
3.89,2,heavy,sunny,17,2,large,1,40.7
16.91,0,moderate,rainy,9,1,small,3,54.3
10.69,4,moderate,rainy,18,2,small,1,49.3
24.16,0,moderate,sunny,7,1,medium,5,66.3
26.44,5,moderate,windy,20,3,small,10,101.4
14.44,2,moderate,sunny,10,3,medium,4,59.1
29.16,2,low,sunny,20,1,large,4,88.8
16.81,0,low,sunny,7,0,small,5,49.8
8.49,1,heavy,sunny,13,0,small,1,41.6
14.92,5,low,sunny,13,2,medium,9,59.1
1.6,3,low,windy,9,1,small,7,32.6
24.22,5,heavy,sunny,14,5,large,7,83.5
3.49,5,heavy,sunny,10,1,large,3,51.2
9.61,0,low,sunny,13,0,small,3,33.3
17.18,2,moderate,sunny,12,4,medium,5,57.8
1.77,5,heavy,rainy,9,4,medium,2,55.1
2.84,2,moderate,rainy,18,4,small,0,43.7
21.04,3,moderate,rainy,14,1,small,7,59.1
2.62,3,moderate,rainy,19,4,large,9,33.3
14.57,4,low,sunny,19,6,small,2,72.7
10.49,5,heavy,sunny,10,4,medium,6,78.3
7.23,5,low,rainy,11,2,small,9,52.2
6.07,3,moderate,sunny,21,3,small,8,38.5
23.02,3,low,sunny,11,5,large,9,67.7
28.57,2,low,sunny,8,1,medium,9,79.7
4.64,0,low,rainy,15,5,medium,2,13.4
28.81,4,heavy,sunny,21,1,small,0,110.9
18.05,0,low,snowy,10,6,large,8,64.0
19.43,4,low,sunny,16,0,small,8,46.0
21.44,2,low,sunny,12,3,medium,2,46.2
21.27,4,heavy,sunny,12,2,small,9,80.3
24.68,5,moderate,sunny,13,3,medium,0,74.6
14.76,3,heavy,sunny,9,2,medium,4,66.3
16.23,3,moderate,rainy,12,0,small,10,62.7
10.05,2,moderate,sunny,11,6,medium,3,35.0
3.61,2,moderate,sunny,19,3,small,8,22.5
20.11,0,low,sunny,10,4,medium,0,59.1
1.49,0,very_heavy,sunny,19,3,medium,5,22.7
8.63,4,very_heavy,windy,7,3,large,8,57.2
3.28,5,low,sunny,13,4,small,9,30.7
6.13,0,moderate,rainy,11,2,small,4,25.1
19.34,1,low,sunny,13,0,small,0,60.3
19.04,3,moderate,sunny,18,0,small,5,67.8
12.92,4,heavy,rainy,21,3,medium,8,71.5
3.16,4,heavy,sunny,17,1,small,4,47.3
13.28,4,moderate,windy,14,3,small,10,51.2
10.91,0,moderate,sunny,14,4,small,3,43.7
21.75,1,heavy,sunny,21,4,medium,9,60.7
17.58,2,low,windy,21,1,medium,8,51.4
15.0,0,moderate,sunny,18,4,small,4,47.8
14.87,2,moderate,snowy,9,6,large,1,74.2
29.01,2,heavy,windy,10,2,small,3,129.8
22.81,5,very_heavy,sunny,11,0,medium,8,148.3
15.16,1,low,sunny,10,3,small,9,59.0
14.64,5,low,rainy,21,4,medium,5,64.8
1.28,4,low,sunny,9,2,small,3,32.4
28.3,4,low,rainy,19,4,large,8,126.2
9.92,4,moderate,sunny,19,5,medium,10,53.3
8.05,5,heavy,sunny,14,4,medium,1,60.9
29.98,1,moderate,sunny,11,5,medium,3,73.0
21.7,2,moderate,rainy,10,1,small,8,68.4
1.9,3,moderate,rainy,17,2,small,1,45.9
2.33,5,moderate,rainy,17,3,large,10,46.9
1.25,0,heavy,sunny,15,1,medium,2,15.0
18.19,2,moderate,sunny,15,6,small,5,40.2
2.61,1,moderate,sunny,19,4,small,5,34.3
28.03,1,heavy,sunny,18,2,small,4,105.7
28.14,4,moderate,sunny,18,5,medium,1,86.6
16.61,1,low,sunny,11,6,medium,0,59.0
18.69,4,moderate,sunny,7,0,medium,4,56.7
9.11,5,moderate,sunny,13,3,small,2,69.7
2.39,4,moderate,rainy,12,2,large,9,46.0
22.26,1,heavy,sunny,12,5,small,7,80.2
3.5,0,moderate,snowy,14,2,small,1,20.0
3.02,2,moderate,sunny,20,2,large,8,23.5
9.68,3,heavy,sunny,19,5,medium,6,49.4
0.87,4,moderate,windy,17,6,medium,1,33.7
13.3,2,moderate,sunny,17,1,large,4,49.2
21.38,1,low,rainy,13,4,small,8,35.1
24.14,5,moderate,sunny,15,5,small,7,99.1
18.33,5,moderate,sunny,13,1,small,6,73.4
25.48,3,low,rainy,19,4,small,5,75.0
12.49,4,moderate,sunny,21,6,medium,7,51.2
25.54,5,low,sunny,13,5,medium,9,92.1
15.44,2,low,sunny,17,1,small,1,59.2
7.08,0,moderate,sunny,7,6,medium,4,33.9
28.35,3,low,sunny,13,2,small,9,78.3
8.61,2,moderate,rainy,20,3,small,5,34.9
1.27,4,moderate,sunny,17,2,small,1,38.1
7.66,4,moderate,snowy,14,4,medium,1,68.5
11.32,2,low,sunny,10,0,small,8,44.9
10.86,2,moderate,sunny,19,4,large,5,30.5
15.98,2,low,sunny,21,0,large,8,60.0
26.55,3,moderate,rainy,12,5,medium,1,91.6
9.12,3,heavy,rainy,19,2,medium,6,48.0
15.86,3,moderate,sunny,15,3,medium,6,54.2
10.53,3,moderate,sunny,12,1,large,5,48.2
24.74,5,heavy,rainy,11,0,medium,4,142.4
5.15,1,low,sunny,14,0,small,2,24.4
3.55,1,heavy,sunny,13,6,small,8,23.4
15.34,4,heavy,rainy,16,0,medium,3,91.5
20.32,5,moderate,sunny,9,0,small,4,55.8
23.97,3,low,rainy,14,3,medium,9,82.9
17.89,2,low,rainy,18,6,large,6,72.8
23.33,2,heavy,sunny,19,0,small,0,108.7
12.08,2,low,sunny,11,1,small,0,39.0
1.47,0,heavy,sunny,16,3,small,5,16.3
3.92,3,moderate,rainy,11,3,small,7,20.3
1.64,1,moderate,sunny,18,1,medium,5,14.8
10.2,1,moderate,sunny,12,6,small,10,33.8
15.12,3,low,sunny,17,2,small,9,71.4
11.01,5,moderate,sunny,13,4,medium,4,66.2
17.04,1,heavy,sunny,11,3,small,2,56.5
14.68,5,low,sunny,15,4,small,0,63.9
20.5,3,heavy,sunny,16,6,small,0,70.0
20.18,5,very_heavy,sunny,17,2,medium,6,146.2
9.88,2,low,rainy,18,5,small,3,39.2
10.71,5,moderate,rainy,17,2,small,1,60.0
17.76,3,low,sunny,19,2,small,0,79.8
18.09,4,moderate,sunny,13,0,medium,5,65.0
9.78,3,very_heavy,sunny,14,2,medium,6,80.0
10.24,2,heavy,sunny,14,4,small,0,49.4
20.97,3,heavy,snowy,15,4,medium,4,86.9
19.6,5,low,sunny,9,3,medium,4,68.5
4.48,4,moderate,sunny,19,2,large,0,27.1
13.51,0,low,sunny,14,1,medium,9,24.5
26.83,4,heavy,rainy,15,6,medium,2,109.1
1.57,5,low,sunny,20,2,small,1,39.2
25.73,4,low,windy,13,2,small,1,71.7
5.31,2,low,sunny,13,6,large,5,29.5
15.46,2,low,sunny,15,4,small,7,35.5
13.02,4,low,sunny,21,5,small,2,51.7
0.8,3,low,rainy,10,2,medium,8,27.9
27.5,2,heavy,sunny,9,3,large,2,132.1
13.92,2,heavy,windy,8,5,small,2,83.2
28.65,2,low,windy,18,6,large,7,85.6
8.96,0,heavy,sunny,7,5,small,8,33.1
26.06,0,moderate,sunny,17,3,large,8,74.5
27.71,0,heavy,sunny,20,4,large,6,93.7
16.93,2,moderate,rainy,17,2,medium,9,46.8
6.48,3,moderate,rainy,9,3,large,9,36.5
20.71,2,moderate,sunny,16,2,large,3,83.0
16.69,5,low,windy,13,0,large,6,66.8
28.36,1,moderate,sunny,7,6,medium,0,83.7
13.46,2,heavy,rainy,9,0,small,0,56.7
8.42,1,heavy,rainy,18,1,small,4,41.5
4.58,1,moderate,sunny,15,1,small,7,25.4
21.11,3,moderate,sunny,14,1,medium,6,65.5
29.24,1,heavy,sunny,18,3,small,1,79.8
1.34,1,low,windy,14,6,large,8,12.8
22.34,4,low,sunny,21,2,small,6,54.7
27.84,4,moderate,rainy,7,5,small,8,110.1
2.71,1,low,sunny,11,5,small,6,24.1
3.75,0,moderate,sunny,9,5,small,9,26.5
20.91,1,low,windy,13,4,small,3,65.0
19.61,3,moderate,sunny,20,5,medium,0,53.3
2.53,5,moderate,rainy,13,5,small,6,46.9
25.12,0,heavy,sunny,11,4,medium,10,104.2
15.94,0,moderate,sunny,8,3,small,1,57.0
27.26,3,moderate,sunny,12,0,medium,10,90.9
26.4,5,heavy,sunny,10,3,medium,8,97.0
24.47,3,heavy,rainy,9,5,small,0,86.3
15.72,5,moderate,sunny,9,2,small,5,68.9
7.93,3,low,sunny,16,1,medium,3,30.1
15.43,0,moderate,sunny,17,4,medium,7,38.8
3.47,2,moderate,rainy,18,0,small,8,37.8
19.94,4,moderate,rainy,7,5,medium,4,58.3
4.45,3,heavy,rainy,20,6,small,5,39.5
15.58,1,heavy,snowy,14,3,small,0,62.6
2.1,1,heavy,sunny,15,0,small,0,21.7
9.34,3,moderate,sunny,20,1,medium,8,48.5
7.35,2,very_heavy,sunny,11,0,small,3,37.2
18.79,3,heavy,sunny,14,3,medium,9,81.0
23.71,2,low,rainy,8,2,small,6,90.7
2.19,2,moderate,rainy,14,5,small,4,7.2
25.58,3,low,sunny,10,5,small,9,83.0
25.89,0,low,windy,9,3,small,0,69.6
10.6,2,low,sunny,16,6,medium,9,33.4
19.94,2,moderate,rainy,8,3,medium,0,84.2
12.38,4,low,sunny,21,0,small,10,44.3
5.05,4,low,rainy,10,6,small,6,30.4
16.1,2,low,sunny,8,2,small,5,58.7
3.05,1,moderate,windy,13,6,large,7,18.4
26.41,1,heavy,windy,12,5,medium,8,80.8
27.77,1,very_heavy,sunny,16,6,medium,3,122.9
24.74,1,moderate,sunny,17,4,small,1,54.7
17.09,4,low,rainy,15,4,medium,10,61.2
16.95,0,heavy,sunny,15,1,medium,5,48.6
29.55,0,low,sunny,18,1,medium,3,61.8
7.81,3,very_heavy,sunny,16,2,small,10,58.8
2.74,1,heavy,windy,9,2,small,0,29.4
17.08,4,moderate,rainy,13,4,small,9,56.4
10.2,4,low,sunny,17,6,large,0,54.2
10.01,4,low,windy,11,0,small,7,41.2
0.71,2,moderate,sunny,19,4,medium,0,22.9
18.09,2,moderate,sunny,14,5,large,1,43.4
8.29,2,heavy,snowy,11,3,medium,3,66.7
6.04,1,moderate,sunny,12,1,small,2,23.2
1.69,3,moderate,sunny,16,3,small,0,28.9
11.25,5,low,sunny,17,5,medium,7,58.5
26.43,1,moderate,rainy,10,6,large,8,79.1
10.43,0,low,sunny,9,4,large,3,20.7
20.53,3,moderate,sunny,8,3,small,7,58.4
22.82,2,moderate,sunny,14,4,large,3,86.1
10.18,4,heavy,sunny,20,4,small,2,53.4
24.74,5,moderate,sunny,21,5,medium,9,98.1
20.91,5,low,sunny,15,1,small,5,68.6
17.0,2,heavy,windy,14,0,small,0,59.3
0.53,5,moderate,rainy,14,2,medium,7,26.4
1.54,0,heavy,rainy,10,1,small,4,14.7
29.73,2,moderate,windy,13,4,large,0,105.8
23.58,1,heavy,windy,21,3,small,2,82.5
28.16,5,low,rainy,16,6,large,3,107.6
27.12,3,moderate,sunny,10,5,small,0,73.3
1.1,2,heavy,rainy,8,1,small,8,23.8
23.86,0,low,sunny,18,5,small,2,63.8
13.81,4,heavy,sunny,20,5,medium,1,70.2
23.79,3,moderate,sunny,8,2,medium,2,66.7
0.7,5,low,sunny,12,0,small,7,24.0
9.0,2,low,sunny,19,5,small,5,47.8
22.66,0,heavy,rainy,10,1,small,8,74.4
23.89,2,heavy,sunny,9,1,medium,4,123.5
18.78,3,low,sunny,12,3,medium,7,58.1
9.39,1,low,sunny,12,0,medium,5,22.9
9.66,0,low,windy,14,2,small,6,20.0
29.02,4,low,sunny,21,1,small,9,69.5
13.46,3,heavy,sunny,21,0,small,6,56.8
13.69,2,low,rainy,15,6,large,5,46.5
16.79,3,low,rainy,8,1,medium,9,82.7
12.58,4,low,sunny,10,3,small,7,47.7
16.8,0,moderate,rainy,9,5,medium,10,54.0
13.25,2,moderate,sunny,7,3,medium,7,45.3
24.89,1,moderate,windy,12,2,small,7,75.3
27.32,0,moderate,sunny,7,5,small,5,78.8
28.0,0,very_heavy,rainy,15,4,medium,9,116.8
17.15,2,moderate,sunny,11,0,medium,3,45.8
13.54,3,heavy,rainy,17,5,small,5,93.4
21.3,3,moderate,sunny,14,0,small,9,85.6
25.23,4,low,sunny,21,5,small,2,78.2
17.11,2,heavy,rainy,14,0,medium,4,81.5
21.15,3,moderate,rainy,9,0,small,0,77.4
22.62,4,moderate,sunny,20,0,small,6,68.6
20.45,3,low,windy,11,5,small,3,63.9
22.51,5,moderate,sunny,18,3,large,6,90.6
6.66,1,heavy,sunny,18,4,small,2,42.3
15.2,4,low,sunny,20,1,small,9,53.2
17.85,4,low,sunny,16,0,small,10,66.7
0.57,3,low,windy,14,5,medium,5,17.5
25.75,0,moderate,sunny,12,5,large,6,58.1
18.5,3,heavy,windy,13,5,large,5,106.7
4.31,5,moderate,sunny,18,0,small,3,48.0
24.58,3,heavy,rainy,15,6,small,5,76.6
21.65,0,moderate,sunny,7,3,small,5,53.0
22.87,1,moderate,rainy,12,1,medium,8,52.7
12.07,3,low,windy,20,1,medium,7,44.3
25.7,4,low,sunny,10,3,small,3,84.4
12.71,2,heavy,sunny,14,4,medium,6,51.6
17.33,5,low,rainy,19,0,small,10,74.4
0.52,4,low,rainy,11,3,medium,4,31.4
19.52,1,heavy,sunny,17,1,small,9,65.1
21.69,1,moderate,rainy,18,6,small,5,91.6
17.23,5,low,rainy,11,4,small,1,51.2
15.15,3,heavy,rainy,20,2,small,2,77.7
24.39,5,moderate,sunny,13,2,small,3,48.3
20.6,5,heavy,sunny,11,5,medium,6,112.4
8.7,2,moderate,windy,10,4,medium,9,42.4
28.79,0,low,sunny,10,2,medium,4,100.6
21.36,5,low,sunny,15,5,small,3,52.2
29.64,3,low,snowy,10,4,large,7,158.2
29.15,0,heavy,sunny,12,0,large,3,99.7
27.61,3,moderate,sunny,17,4,medium,4,76.6
22.78,0,heavy,rainy,20,6,medium,2,96.6
18.48,1,moderate,rainy,17,6,medium,3,47.8
5.58,2,moderate,windy,14,0,medium,0,29.7
